race,budget,homecharge,choice1,choice2,choice3,choice4,choice5,choice6,choice7,choice8,choice9,choice10,person,resp_index,treatment,survey_index,evprice_1,icevprice_1,evrange_1,icevrange_1,evopcost_1,icevopcost_1,evchargavail_1,evprice_2,icevprice_2,evrange_2,icevrange_2,evopcost_2,icevopcost_2,evchargavail_2,evprice_3,icevprice_3,evrange_3,icevrange_3,evopcost_3,icevopcost_3,evchargavail_3,evprice_4,icevprice_4,evrange_4,icevrange_4,evopcost_4,icevopcost_4,evchargavail_4,evprice_5,icevprice_5,evrange_5,icevrange_5,evopcost_5,icevopcost_5,evchargavail_5,evprice_6,icevprice_6,evrange_6,icevrange_6,evopcost_6,icevopcost_6,evchargavail_6,evprice_7,icevprice_7,evrange_7,icevrange_7,evopcost_7,icevopcost_7,evchargavail_7,evprice_8,icevprice_8,evrange_8,icevrange_8,evopcost_8,icevopcost_8,evchargavail_8,evprice_9,icevprice_9,evrange_9,icevrange_9,evopcost_9,icevopcost_9,evchargavail_9,evprice_10,icevprice_10,evrange_10,icevrange_10,evopcost_10,icevopcost_10,evchargavail_10,reliab_1,reliab_2,reliab_3,reliab_4,reliab_5,ev_av,icev_av
White,20000.0,1,2,2,2,2,2,2,2,1,1,2,JsM3xXZTS03MZ2CaUCUoWA**,1459.0,1.0,486.0,16000.0,18000.0,400.0,300.0,15.0,5.0,25.0,16000.0,16000.0,300.0,200.0,12.5,12.5,50.0,20000.0,14000.0,300.0,300.0,7.5,12.5,50.0,16000.0,14000.0,200.0,200.0,15.0,5.0,50.0,20000.0,16000.0,400.0,400.0,10.0,10.0,75.0,18000.0,20000.0,200.0,300.0,10.0,5.0,25.0,18000.0,20000.0,300.0,200.0,15.0,5.0,25.0,14000.0,20000.0,400.0,400.0,15.0,7.5,75.0,18000.0,18000.0,300.0,200.0,7.5,12.5,100.0,16000.0,20000.0,400.0,300.0,12.5,12.5,25.0,71.0,4.0,4.0,4.0,4.0,1,1
White,25000.0,1,2,2,2,2,2,2,2,2,2,2,JsM3xXZTS02JtyBd6EFHYA**,1462.0,1.0,487.0,20000.0,20000.0,200.0,200.0,5.0,5.0,75.0,22500.0,22500.0,300.0,300.0,7.5,15.0,100.0,17500.0,22500.0,400.0,300.0,10.0,12.5,75.0,22500.0,25000.0,200.0,200.0,7.5,7.5,75.0,22500.0,17500.0,400.0,200.0,12.5,15.0,25.0,25000.0,25000.0,200.0,200.0,15.0,10.0,75.0,20000.0,20000.0,400.0,200.0,12.5,12.5,50.0,17500.0,17500.0,300.0,200.0,15.0,10.0,75.0,22500.0,17500.0,400.0,300.0,15.0,7.5,50.0,22500.0,25000.0,300.0,400.0,12.5,10.0,50.0,4.0,1.0,5.0,5.0,4.0,1,1
White,35000.0,1,2,1,1,1,1,1,2,1,2,2,JsM3xXZTS03ImNFNN-7Cfg**,1471.0,1.0,490.0,31500.0,28000.0,200.0,300.0,12.5,10.0,25.0,28000.0,24500.0,200.0,400.0,12.5,12.5,10.0,35000.0,31500.0,300.0,200.0,12.5,12.5,25.0,31500.0,31500.0,300.0,200.0,7.5,15.0,50.0,24500.0,24500.0,400.0,300.0,7.5,15.0,75.0,28000.0,31500.0,200.0,300.0,7.5,5.0,25.0,35000.0,35000.0,400.0,200.0,15.0,5.0,25.0,24500.0,31500.0,200.0,200.0,7.5,15.0,50.0,28000.0,35000.0,200.0,400.0,10.0,10.0,25.0,24500.0,31500.0,300.0,200.0,5.0,5.0,25.0,62.0,4.0,4.0,2.0,4.0,1,1
White,8000.0,1,2,2,2,2,2,2,2,2,2,2,JsM3xXZTS00Fsuktzv-Vwg**,1457.0,2.0,485.0,6400.0,8000.0,200.0,200.0,7.5,12.5,100.0,5600.0,8000.0,200.0,400.0,5.0,7.5,50.0,8000.0,6400.0,400.0,300.0,7.5,15.0,75.0,7200.0,5600.0,300.0,300.0,5.0,5.0,10.0,6400.0,8000.0,400.0,400.0,15.0,15.0,25.0,7200.0,8000.0,200.0,300.0,12.5,5.0,50.0,8000.0,7200.0,200.0,300.0,10.0,10.0,100.0,5600.0,8000.0,300.0,200.0,5.0,5.0,75.0,6400.0,6400.0,300.0,300.0,15.0,5.0,25.0,6400.0,7200.0,300.0,400.0,5.0,5.0,50.0,8.0,1.0,1.0,1.0,1.0,1,1
White,30000.0,1,2,2,2,2,2,2,2,2,2,2,JsM3xXZTS02JSqObphfg3w**,1432.0,1.0,477.0,27000.0,24000.0,400.0,300.0,7.5,10.0,100.0,24000.0,30000.0,200.0,200.0,5.0,15.0,25.0,21000.0,24000.0,400.0,400.0,10.0,7.5,100.0,27000.0,24000.0,200.0,400.0,5.0,15.0,10.0,21000.0,21000.0,200.0,300.0,12.5,15.0,75.0,24000.0,30000.0,400.0,400.0,7.5,12.5,25.0,24000.0,30000.0,300.0,300.0,7.5,7.5,75.0,30000.0,24000.0,200.0,400.0,7.5,7.5,25.0,30000.0,27000.0,400.0,400.0,7.5,5.0,50.0,30000.0,21000.0,200.0,300.0,12.5,15.0,75.0,90.0,5.0,5.0,4.0,4.0,1,1
White,100000.0,1,2,2,2,2,2,2,2,2,2,2,JsM3xXZTS00uRsOKo3h5YA**,1450.0,1.0,483.0,80000.0,80000.0,400.0,200.0,7.5,10.0,50.0,100000.0,80000.0,300.0,300.0,5.0,7.5,25.0,70000.0,70000.0,200.0,400.0,15.0,10.0,25.0,100000.0,80000.0,300.0,400.0,15.0,15.0,50.0,80000.0,100000.0,400.0,300.0,10.0,5.0,10.0,80000.0,80000.0,400.0,400.0,15.0,15.0,50.0,90000.0,90000.0,400.0,200.0,15.0,15.0,25.0,80000.0,80000.0,300.0,400.0,5.0,5.0,75.0,90000.0,100000.0,400.0,200.0,5.0,15.0,100.0,90000.0,90000.0,400.0,200.0,5.0,5.0,100.0,18.0,3.0,2.0,2.0,2.0,1,1
White,20000.0,0,2,2,2,2,2,2,2,2,2,2,JsM3xXZTS02CC4umuZ__7A**,1437.0,0.0,479.0,20000.0,20000.0,200.0,400.0,5.0,7.5,75.0,20000.0,20000.0,400.0,300.0,5.0,12.5,10.0,16000.0,16000.0,300.0,200.0,10.0,12.5,75.0,16000.0,14000.0,400.0,200.0,12.5,5.0,25.0,16000.0,16000.0,400.0,300.0,12.5,7.5,100.0,16000.0,20000.0,300.0,300.0,10.0,15.0,10.0,14000.0,14000.0,300.0,400.0,12.5,12.5,100.0,16000.0,18000.0,300.0,200.0,7.5,7.5,25.0,14000.0,20000.0,200.0,400.0,15.0,10.0,50.0,20000.0,14000.0,400.0,300.0,10.0,7.5,50.0,0.0,4.0,2.0,3.0,1.0,1,1
White,35000.0,1,1,2,2,1,2,1,1,2,1,1,JsM3xXZTS02V2NJGFRhADQ**,1448.0,2.0,482.0,31500.0,24500.0,300.0,200.0,7.5,10.0,100.0,24500.0,24500.0,400.0,300.0,15.0,7.5,25.0,31500.0,24500.0,300.0,200.0,5.0,15.0,25.0,31500.0,28000.0,300.0,200.0,10.0,15.0,75.0,24500.0,31500.0,200.0,200.0,15.0,15.0,50.0,24500.0,24500.0,300.0,300.0,10.0,10.0,75.0,31500.0,28000.0,200.0,400.0,5.0,10.0,75.0,35000.0,31500.0,400.0,200.0,12.5,10.0,50.0,31500.0,35000.0,400.0,400.0,5.0,15.0,75.0,24500.0,24500.0,400.0,300.0,15.0,10.0,100.0,100.0,6.0,6.0,6.0,6.0,1,1
White,8000.0,1,2,2,2,1,1,1,2,2,1,1,JsM3xXZTS005_GSiKKfqZA**,1442.0,2.0,480.0,8000.0,6400.0,300.0,400.0,10.0,7.5,25.0,5600.0,8000.0,400.0,300.0,15.0,10.0,25.0,8000.0,6400.0,400.0,400.0,7.5,10.0,10.0,5600.0,6400.0,200.0,200.0,7.5,5.0,100.0,5600.0,8000.0,400.0,400.0,5.0,10.0,50.0,6400.0,8000.0,200.0,200.0,10.0,7.5,50.0,6400.0,7200.0,200.0,300.0,15.0,7.5,50.0,6400.0,5600.0,400.0,400.0,12.5,10.0,75.0,5600.0,6400.0,400.0,300.0,5.0,10.0,25.0,6400.0,7200.0,200.0,400.0,10.0,10.0,50.0,100.0,6.0,6.0,6.0,6.0,1,1
White,25000.0,0,2,2,2,2,2,2,2,2,2,2,JsM3xXZTS02vZ3UIbhwXUA**,1449.0,0.0,483.0,20000.0,20000.0,400.0,200.0,7.5,10.0,50.0,25000.0,20000.0,300.0,300.0,5.0,7.5,25.0,17500.0,17500.0,200.0,400.0,15.0,10.0,25.0,25000.0,20000.0,300.0,400.0,15.0,15.0,50.0,20000.0,25000.0,400.0,300.0,10.0,5.0,10.0,20000.0,20000.0,400.0,400.0,15.0,15.0,50.0,22500.0,22500.0,400.0,200.0,15.0,15.0,25.0,20000.0,20000.0,300.0,400.0,5.0,5.0,75.0,22500.0,25000.0,400.0,200.0,5.0,15.0,100.0,22500.0,22500.0,400.0,200.0,5.0,5.0,100.0,26.0,3.0,4.0,4.0,4.0,1,1
White,50000.0,1,2,1,1,1,1,1,1,2,2,1,JsM3xXZTS00ixwHtD0zJlw**,1440.0,0.0,480.0,50000.0,40000.0,300.0,400.0,10.0,7.5,25.0,35000.0,50000.0,400.0,300.0,15.0,10.0,25.0,50000.0,40000.0,400.0,400.0,7.5,10.0,10.0,35000.0,40000.0,200.0,200.0,7.5,5.0,100.0,35000.0,50000.0,400.0,400.0,5.0,10.0,50.0,40000.0,50000.0,200.0,200.0,10.0,7.5,50.0,40000.0,45000.0,200.0,300.0,15.0,7.5,50.0,40000.0,35000.0,400.0,400.0,12.5,10.0,75.0,35000.0,40000.0,400.0,300.0,5.0,10.0,25.0,40000.0,45000.0,200.0,400.0,10.0,10.0,50.0,87.0,4.0,4.0,4.0,4.0,1,1
White,75000.0,1,1,1,1,1,1,2,1,1,1,1,JsM3xXZTS02_Ddlo1-ukrQ**,1458.0,0.0,486.0,60000.0,67500.0,400.0,300.0,15.0,5.0,25.0,60000.0,60000.0,300.0,200.0,12.5,12.5,50.0,75000.0,52500.0,300.0,300.0,7.5,12.5,50.0,60000.0,52500.0,200.0,200.0,15.0,5.0,50.0,75000.0,60000.0,400.0,400.0,10.0,10.0,75.0,67500.0,75000.0,200.0,300.0,10.0,5.0,25.0,67500.0,75000.0,300.0,200.0,15.0,5.0,25.0,52500.0,75000.0,400.0,400.0,15.0,7.5,75.0,67500.0,67500.0,300.0,200.0,7.5,12.5,100.0,60000.0,75000.0,400.0,300.0,12.5,12.5,25.0,59.0,3.0,3.0,4.0,3.0,1,1
White,15000.0,1,2,2,2,2,2,2,2,2,2,2,JsM3xXZTS00rE2_c7-JsSw**,1447.0,1.0,482.0,13500.0,10500.0,300.0,200.0,7.5,10.0,100.0,10500.0,10500.0,400.0,300.0,15.0,7.5,25.0,13500.0,10500.0,300.0,200.0,5.0,15.0,25.0,13500.0,12000.0,300.0,200.0,10.0,15.0,75.0,10500.0,13500.0,200.0,200.0,15.0,15.0,50.0,10500.0,10500.0,300.0,300.0,10.0,10.0,75.0,13500.0,12000.0,200.0,400.0,5.0,10.0,75.0,15000.0,13500.0,400.0,200.0,12.5,10.0,50.0,13500.0,15000.0,400.0,400.0,5.0,15.0,75.0,10500.0,10500.0,400.0,300.0,15.0,10.0,100.0,61.0,3.0,3.0,3.0,3.0,1,1
White,50000.0,0,2,2,2,2,2,2,2,2,2,2,JsM3xXZTS00GnvdLJGBF9w**,1475.0,2.0,491.0,40000.0,40000.0,300.0,200.0,15.0,5.0,10.0,45000.0,35000.0,300.0,400.0,7.5,7.5,50.0,50000.0,35000.0,200.0,300.0,7.5,15.0,50.0,35000.0,50000.0,400.0,400.0,12.5,12.5,25.0,40000.0,35000.0,400.0,400.0,7.5,5.0,75.0,45000.0,50000.0,200.0,200.0,10.0,12.5,75.0,40000.0,35000.0,300.0,200.0,15.0,15.0,50.0,40000.0,50000.0,300.0,300.0,7.5,10.0,25.0,45000.0,35000.0,400.0,400.0,10.0,7.5,100.0,50000.0,50000.0,400.0,400.0,7.5,10.0,10.0,0.0,1.0,1.0,1.0,1.0,1,1
White,10000.0,1,2,1,1,1,1,1,1,1,1,1,JsM3xXZTS032izDX1t-qrw**,1443.0,0.0,481.0,7000.0,7000.0,200.0,400.0,12.5,5.0,25.0,8000.0,7000.0,200.0,300.0,10.0,15.0,100.0,10000.0,7000.0,400.0,300.0,10.0,12.5,50.0,7000.0,9000.0,400.0,400.0,10.0,12.5,50.0,10000.0,7000.0,300.0,400.0,7.5,12.5,25.0,10000.0,9000.0,300.0,200.0,7.5,7.5,25.0,9000.0,9000.0,300.0,300.0,12.5,15.0,25.0,9000.0,10000.0,400.0,200.0,5.0,10.0,50.0,9000.0,8000.0,200.0,200.0,5.0,5.0,25.0,10000.0,7000.0,400.0,300.0,10.0,5.0,75.0,50.0,5.0,5.0,4.0,5.0,1,1
White,20000.0,1,2,1,2,1,2,2,2,1,2,2,JsM3xXZTS037O1WRvcx77Q**,1445.0,2.0,481.0,14000.0,14000.0,200.0,400.0,12.5,5.0,25.0,16000.0,14000.0,200.0,300.0,10.0,15.0,100.0,20000.0,14000.0,400.0,300.0,10.0,12.5,50.0,14000.0,18000.0,400.0,400.0,10.0,12.5,50.0,20000.0,14000.0,300.0,400.0,7.5,12.5,25.0,20000.0,18000.0,300.0,200.0,7.5,7.5,25.0,18000.0,18000.0,300.0,300.0,12.5,15.0,25.0,18000.0,20000.0,400.0,200.0,5.0,10.0,50.0,18000.0,16000.0,200.0,200.0,5.0,5.0,25.0,20000.0,14000.0,400.0,300.0,10.0,5.0,75.0,82.0,4.0,5.0,4.0,4.0,1,1
White,8000.0,1,2,1,1,2,2,2,2,2,2,2,JsM3xXZTS03pebsYM0UJdA**,1461.0,0.0,487.0,6400.0,6400.0,200.0,200.0,5.0,5.0,75.0,7200.0,7200.0,300.0,300.0,7.5,15.0,100.0,5600.0,7200.0,400.0,300.0,10.0,12.5,75.0,7200.0,8000.0,200.0,200.0,7.5,7.5,75.0,7200.0,5600.0,400.0,200.0,12.5,15.0,25.0,8000.0,8000.0,200.0,200.0,15.0,10.0,75.0,6400.0,6400.0,400.0,200.0,12.5,12.5,50.0,5600.0,5600.0,300.0,200.0,15.0,10.0,75.0,7200.0,5600.0,400.0,300.0,15.0,7.5,50.0,7200.0,8000.0,300.0,400.0,12.5,10.0,50.0,2.0,1.0,2.0,2.0,2.0,1,1
White,30000.0,0,2,2,2,2,2,2,2,2,2,2,JsM3xXZTS01mx3mW4iun2w**,1455.0,0.0,485.0,24000.0,30000.0,200.0,200.0,7.5,12.5,100.0,21000.0,30000.0,200.0,400.0,5.0,7.5,50.0,30000.0,24000.0,400.0,300.0,7.5,15.0,75.0,27000.0,21000.0,300.0,300.0,5.0,5.0,10.0,24000.0,30000.0,400.0,400.0,15.0,15.0,25.0,27000.0,30000.0,200.0,300.0,12.5,5.0,50.0,30000.0,27000.0,200.0,300.0,10.0,10.0,100.0,21000.0,30000.0,300.0,200.0,5.0,5.0,75.0,24000.0,24000.0,300.0,300.0,15.0,5.0,25.0,24000.0,27000.0,300.0,400.0,5.0,5.0,50.0,11.0,1.0,4.0,3.0,3.0,1,1
"White,Hispanic or Latino",30000.0,1,2,2,2,2,2,2,2,2,2,2,JsM3xXZTS03y9TdAKo8c-A**,1410.0,0.0,470.0,30000.0,21000.0,200.0,400.0,12.5,12.5,25.0,30000.0,24000.0,200.0,300.0,12.5,7.5,10.0,24000.0,30000.0,300.0,400.0,5.0,12.5,50.0,21000.0,30000.0,400.0,300.0,15.0,12.5,10.0,27000.0,21000.0,400.0,300.0,10.0,12.5,10.0,21000.0,30000.0,200.0,200.0,7.5,10.0,100.0,21000.0,30000.0,300.0,400.0,10.0,5.0,10.0,27000.0,21000.0,400.0,300.0,5.0,12.5,25.0,27000.0,27000.0,400.0,300.0,7.5,5.0,50.0,21000.0,30000.0,200.0,200.0,7.5,12.5,10.0,3.0,1.0,1.0,2.0,1.0,1,1
White,8000.0,1,2,2,2,1,2,2,2,1,2,2,JsM3xXZTS00ml2YmZXI1Tg**,1429.0,1.0,476.0,7200.0,8000.0,400.0,200.0,5.0,5.0,10.0,7200.0,5600.0,400.0,300.0,10.0,5.0,100.0,7200.0,6400.0,400.0,300.0,5.0,12.5,100.0,5600.0,6400.0,300.0,300.0,5.0,15.0,75.0,6400.0,6400.0,200.0,200.0,10.0,15.0,10.0,6400.0,5600.0,400.0,400.0,15.0,15.0,10.0,8000.0,7200.0,200.0,300.0,15.0,7.5,75.0,6400.0,7200.0,400.0,400.0,12.5,7.5,50.0,6400.0,7200.0,200.0,400.0,15.0,5.0,100.0,5600.0,6400.0,300.0,400.0,10.0,15.0,25.0,87.0,5.0,4.0,5.0,5.0,1,1
Black or African American,40000.0,1,1,2,1,1,1,1,1,1,1,1,JsM3xXZTS03any_B5nhC9A**,1446.0,0.0,482.0,36000.0,28000.0,300.0,200.0,7.5,10.0,100.0,28000.0,28000.0,400.0,300.0,15.0,7.5,25.0,36000.0,28000.0,300.0,200.0,5.0,15.0,25.0,36000.0,32000.0,300.0,200.0,10.0,15.0,75.0,28000.0,36000.0,200.0,200.0,15.0,15.0,50.0,28000.0,28000.0,300.0,300.0,10.0,10.0,75.0,36000.0,32000.0,200.0,400.0,5.0,10.0,75.0,40000.0,36000.0,400.0,200.0,12.5,10.0,50.0,36000.0,40000.0,400.0,400.0,5.0,15.0,75.0,28000.0,28000.0,400.0,300.0,15.0,10.0,100.0,73.0,3.0,3.0,3.0,3.0,1,1
White,10000.0,1,2,2,2,2,2,2,2,2,2,2,JsM3xXZTS03f2FccXlX8Lw**,1433.0,2.0,477.0,9000.0,8000.0,400.0,300.0,7.5,10.0,100.0,8000.0,10000.0,200.0,200.0,5.0,15.0,25.0,7000.0,8000.0,400.0,400.0,10.0,7.5,100.0,9000.0,8000.0,200.0,400.0,5.0,15.0,10.0,7000.0,7000.0,200.0,300.0,12.5,15.0,75.0,8000.0,10000.0,400.0,400.0,7.5,12.5,25.0,8000.0,10000.0,300.0,300.0,7.5,7.5,75.0,10000.0,8000.0,200.0,400.0,7.5,7.5,25.0,10000.0,9000.0,400.0,400.0,7.5,5.0,50.0,10000.0,7000.0,200.0,300.0,12.5,15.0,75.0,50.0,2.0,2.0,3.0,3.0,1,1
White,15000.0,1,2,2,2,2,2,2,2,2,2,2,JsM3xXZTS02mslxLP70d5w**,1464.0,0.0,488.0,12000.0,15000.0,200.0,400.0,12.5,7.5,10.0,10500.0,13500.0,200.0,300.0,15.0,7.5,25.0,15000.0,10500.0,300.0,400.0,12.5,5.0,50.0,10500.0,15000.0,200.0,300.0,5.0,5.0,100.0,13500.0,15000.0,400.0,200.0,5.0,7.5,25.0,15000.0,13500.0,400.0,400.0,12.5,12.5,100.0,13500.0,13500.0,400.0,400.0,15.0,7.5,10.0,12000.0,13500.0,200.0,400.0,10.0,5.0,75.0,15000.0,13500.0,300.0,400.0,15.0,7.5,75.0,15000.0,12000.0,300.0,200.0,15.0,10.0,100.0,15.0,1.0,2.0,2.0,2.0,1,1
White,30000.0,1,2,2,1,1,1,1,1,1,1,1,JsM3xXZTS03b7CB6MTOO1g**,1472.0,2.0,490.0,27000.0,24000.0,200.0,300.0,12.5,10.0,25.0,24000.0,21000.0,200.0,400.0,12.5,12.5,10.0,30000.0,27000.0,300.0,200.0,12.5,12.5,25.0,27000.0,27000.0,300.0,200.0,7.5,15.0,50.0,21000.0,21000.0,400.0,300.0,7.5,15.0,75.0,24000.0,27000.0,200.0,300.0,7.5,5.0,25.0,30000.0,30000.0,400.0,200.0,15.0,5.0,25.0,21000.0,27000.0,200.0,200.0,7.5,15.0,50.0,24000.0,30000.0,200.0,400.0,10.0,10.0,25.0,21000.0,27000.0,300.0,200.0,5.0,5.0,25.0,91.0,5.0,5.0,5.0,5.0,1,1
White,10000.0,0,2,1,2,2,2,2,2,2,2,2,JsM3xXZTS025rkeW-YxcvQ**,1478.0,2.0,492.0,10000.0,9000.0,200.0,200.0,12.5,7.5,25.0,7000.0,7000.0,200.0,200.0,10.0,12.5,100.0,7000.0,10000.0,200.0,400.0,12.5,12.5,75.0,9000.0,10000.0,200.0,300.0,7.5,15.0,10.0,10000.0,8000.0,200.0,300.0,7.5,5.0,100.0,8000.0,9000.0,200.0,300.0,15.0,5.0,100.0,9000.0,9000.0,400.0,300.0,15.0,7.5,10.0,7000.0,10000.0,300.0,400.0,12.5,5.0,50.0,9000.0,9000.0,400.0,300.0,12.5,12.5,10.0,8000.0,9000.0,400.0,200.0,10.0,5.0,25.0,100.0,1.0,6.0,6.0,6.0,1,1
White,15000.0,1,2,2,2,1,1,2,2,2,2,1,JsM3xXZTS0268V-DzBnNww**,1467.0,0.0,489.0,10500.0,10500.0,200.0,400.0,15.0,12.5,50.0,13500.0,12000.0,300.0,400.0,7.5,7.5,50.0,15000.0,10500.0,400.0,200.0,15.0,5.0,100.0,10500.0,15000.0,400.0,200.0,5.0,15.0,75.0,10500.0,15000.0,200.0,200.0,5.0,15.0,10.0,15000.0,13500.0,400.0,400.0,7.5,10.0,50.0,15000.0,13500.0,200.0,400.0,7.5,15.0,75.0,12000.0,12000.0,200.0,200.0,5.0,7.5,75.0,13500.0,13500.0,300.0,200.0,15.0,10.0,10.0,10500.0,15000.0,300.0,200.0,12.5,15.0,75.0,12.0,2.0,1.0,1.0,1.0,1,1
White,45000.0,1,1,1,1,1,1,1,1,1,1,1,JsM3xXZTS02uo1_0NoCWdA**,1474.0,1.0,491.0,36000.0,36000.0,300.0,200.0,15.0,5.0,10.0,40500.0,31500.0,300.0,400.0,7.5,7.5,50.0,45000.0,31500.0,200.0,300.0,7.5,15.0,50.0,31500.0,45000.0,400.0,400.0,12.5,12.5,25.0,36000.0,31500.0,400.0,400.0,7.5,5.0,75.0,40500.0,45000.0,200.0,200.0,10.0,12.5,75.0,36000.0,31500.0,300.0,200.0,15.0,15.0,50.0,36000.0,45000.0,300.0,300.0,7.5,10.0,25.0,40500.0,31500.0,400.0,400.0,10.0,7.5,100.0,45000.0,45000.0,400.0,400.0,7.5,10.0,10.0,84.0,4.0,4.0,4.0,4.0,1,1
White,24000.0,0,2,2,2,2,1,2,2,1,2,1,JsM3xXZTS02zsjoPmawluw**,1470.0,0.0,490.0,21600.0,19200.0,200.0,300.0,12.5,10.0,25.0,19200.0,16800.0,200.0,400.0,12.5,12.5,10.0,24000.0,21600.0,300.0,200.0,12.5,12.5,25.0,21600.0,21600.0,300.0,200.0,7.5,15.0,50.0,16800.0,16800.0,400.0,300.0,7.5,15.0,75.0,19200.0,21600.0,200.0,300.0,7.5,5.0,25.0,24000.0,24000.0,400.0,200.0,15.0,5.0,25.0,16800.0,21600.0,200.0,200.0,7.5,15.0,50.0,19200.0,24000.0,200.0,400.0,10.0,10.0,25.0,16800.0,21600.0,300.0,200.0,5.0,5.0,25.0,8.0,2.0,2.0,2.0,2.0,1,1
White,95000.0,1,2,2,2,1,2,2,2,2,2,2,JsM3xXZTS00lr3LAKbPoVg**,1469.0,2.0,489.0,66500.0,66500.0,200.0,400.0,15.0,12.5,50.0,85500.0,76000.0,300.0,400.0,7.5,7.5,50.0,95000.0,66500.0,400.0,200.0,15.0,5.0,100.0,66500.0,95000.0,400.0,200.0,5.0,15.0,75.0,66500.0,95000.0,200.0,200.0,5.0,15.0,10.0,95000.0,85500.0,400.0,400.0,7.5,10.0,50.0,95000.0,85500.0,200.0,400.0,7.5,15.0,75.0,76000.0,76000.0,200.0,200.0,5.0,7.5,75.0,85500.0,85500.0,300.0,200.0,15.0,10.0,10.0,66500.0,95000.0,300.0,200.0,12.5,15.0,75.0,95.0,5.0,4.0,5.0,4.0,1,1
White,40000.0,1,2,2,2,2,2,2,2,2,2,2,JsM3xXZTS02bKEaSK7TlGQ**,1465.0,1.0,488.0,32000.0,40000.0,200.0,400.0,12.5,7.5,10.0,28000.0,36000.0,200.0,300.0,15.0,7.5,25.0,40000.0,28000.0,300.0,400.0,12.5,5.0,50.0,28000.0,40000.0,200.0,300.0,5.0,5.0,100.0,36000.0,40000.0,400.0,200.0,5.0,7.5,25.0,40000.0,36000.0,400.0,400.0,12.5,12.5,100.0,36000.0,36000.0,400.0,400.0,15.0,7.5,10.0,32000.0,36000.0,200.0,400.0,10.0,5.0,75.0,40000.0,36000.0,300.0,400.0,15.0,7.5,75.0,40000.0,32000.0,300.0,200.0,15.0,10.0,100.0,10.0,3.0,3.0,3.0,2.0,1,1
White,10000.0,1,2,2,2,2,2,2,2,2,2,2,JsM3xXZTS00jJckkIDe54Q**,1473.0,0.0,491.0,8000.0,8000.0,300.0,200.0,15.0,5.0,10.0,9000.0,7000.0,300.0,400.0,7.5,7.5,50.0,10000.0,7000.0,200.0,300.0,7.5,15.0,50.0,7000.0,10000.0,400.0,400.0,12.5,12.5,25.0,8000.0,7000.0,400.0,400.0,7.5,5.0,75.0,9000.0,10000.0,200.0,200.0,10.0,12.5,75.0,8000.0,7000.0,300.0,200.0,15.0,15.0,50.0,8000.0,10000.0,300.0,300.0,7.5,10.0,25.0,9000.0,7000.0,400.0,400.0,10.0,7.5,100.0,10000.0,10000.0,400.0,400.0,7.5,10.0,10.0,56.0,4.0,2.0,3.0,2.0,1,1
White,19000.0,0,1,1,1,2,2,2,1,1,1,1,JsM3xXZTS02Rl7rJjvMlQg**,1460.0,2.0,486.0,15200.0,17100.0,400.0,300.0,15.0,5.0,25.0,15200.0,15200.0,300.0,200.0,12.5,12.5,50.0,19000.0,13300.0,300.0,300.0,7.5,12.5,50.0,15200.0,13300.0,200.0,200.0,15.0,5.0,50.0,19000.0,15200.0,400.0,400.0,10.0,10.0,75.0,17100.0,19000.0,200.0,300.0,10.0,5.0,25.0,17100.0,19000.0,300.0,200.0,15.0,5.0,25.0,13300.0,19000.0,400.0,400.0,15.0,7.5,75.0,17100.0,17100.0,300.0,200.0,7.5,12.5,100.0,15200.0,19000.0,400.0,300.0,12.5,12.5,25.0,100.0,6.0,6.0,6.0,6.0,1,1
Asian,21000.0,1,2,2,2,2,1,1,2,2,2,2,JsM3xXZTS01PoKUjKDR8Lw**,1378.0,1.0,459.0,16800.0,16800.0,200.0,300.0,7.5,10.0,75.0,16800.0,16800.0,300.0,400.0,10.0,7.5,75.0,18900.0,16800.0,300.0,200.0,5.0,12.5,50.0,18900.0,18900.0,200.0,300.0,10.0,7.5,75.0,14699.999999999998,18900.0,400.0,400.0,10.0,15.0,100.0,14699.999999999998,21000.0,300.0,200.0,10.0,7.5,100.0,18900.0,18900.0,300.0,400.0,10.0,12.5,100.0,16800.0,21000.0,400.0,200.0,12.5,15.0,50.0,14699.999999999998,16800.0,200.0,300.0,5.0,12.5,75.0,16800.0,18900.0,200.0,400.0,15.0,12.5,10.0,74.0,4.0,3.0,4.0,4.0,1,1
White,30000.0,1,2,1,1,2,2,2,2,1,2,2,JsM3xXZTS00pEs3JrdQClQ**,1476.0,0.0,492.0,30000.0,27000.0,200.0,200.0,12.5,7.5,25.0,21000.0,21000.0,200.0,200.0,10.0,12.5,100.0,21000.0,30000.0,200.0,400.0,12.5,12.5,75.0,27000.0,30000.0,200.0,300.0,7.5,15.0,10.0,30000.0,24000.0,200.0,300.0,7.5,5.0,100.0,24000.0,27000.0,200.0,300.0,15.0,5.0,100.0,27000.0,27000.0,400.0,300.0,15.0,7.5,10.0,21000.0,30000.0,300.0,400.0,12.5,5.0,50.0,27000.0,27000.0,400.0,300.0,12.5,12.5,10.0,24000.0,27000.0,400.0,200.0,10.0,5.0,25.0,71.0,4.0,4.0,4.0,3.0,1,1
